obs	sector	hdd	choice	conv_year	house_type	constr_year	nb_rooms	nb_pers	own_rent	surface	age	income	op_cost.1	op_cost.2	op_cost.3	op_cost.4	op_cost.5	op_cost.6	op_cost.7	op_cost.8	op_cost.9	fix_cost.1	fix_cost.2	fix_cost.3	fix_cost.4	fix_cost.5	fix_cost.6	fix_cost.7	fix_cost.8	fix_cost.9	cost_inc1	cost_inc2	cost_inc3	cost_inc4	cost_inc5	cost_inc6	cost_inc7	cost_inc8	cost_inc9	avail.1	avail.2	avail.3	avail.4	avail.5	avail.6	avail.7	avail.8	avail.9
76	1	5.048	3	5	2	6	7	6	1	2.25	3.8	4.5	0	0	2.206396	2.474988	3.03703	2.871307	2.392882	1.744859	2.230876	0	0	0.95389	0.721632	0.981712	0.749454	0.298993	0.588943	0.683768	0	0	4.292505	3.247344	4.417704	3.372542	1.345469	2.650241	3.076958	0	0	1	1	1	1	1	1	1
77	4	4.359	3	5	2	5	4	4	1	3.25	6.8	3.25	0	0	1.496278	1.722176	2.131177	2.025234	1.653806	1.118786	1.520051	0	0	1.618106	1.385848	0.981712	0.749454	0.250413	0.588943	0.683768	0	0	5.258843	4.504004	3.190564	2.435725	0.8138416	1.914063	2.222248	0	0	1	1	1	1	1	1	1
78	4	4.359	3	0	2	11	11	6	1	2.25	8.4	5.5	0	0	2.14181	2.410267	3.075438	2.896197	2.245909	1.359771	2.024375	0	0	1.618106	1.385848	0.981712	0.749454	0.363767	0.588943	0.683768	0	0	8.899581	7.622161	5.399415	4.121996	2.000719	3.239184	3.760726	0	0	1	1	1	1	1	1	1
79	4	4.359	3	7	2	4	5	2	1	1.75	5.3	4.5	0	0	1.079333	1.301638	1.613192	1.557966	1.227571	0.751656	1.108592	0	0	0.928083	0.71518	0.955905	0.743002	0.260155	0.582491	0.677317	0	0	4.176376	3.218311	4.301574	3.34351	1.170696	2.621209	3.047926	0	0	1	1	1	1	1	1	1
80	4	4.359	3	5	2	7	8	3	1	0.8	3.2	7.5	0	0	1.769424	1.67044	2.096204	2.007896	1.555972	0.94014	1.402014	0	0	1.592299	1.379396	0.955905	0.743002	0.308735	0.582491	0.677317	0	0	11.94224	10.34547	7.169291	5.572516	2.315513	4.368682	5.079876	0	0	1	1	1	1	1	1	1
81	4	4.359	3	7	2	6	7	2	1	1.75	4.2	7.5	0	0	1.327456	1.592434	1.963961	1.905964	1.490029	0.923239	1.348332	0	0	1.592299	1.379396	0.955905	0.743002	0.292542	0.582491	0.677317	0	0	11.94224	10.34547	7.169291	5.572516	2.194062	4.368682	5.079876	0	0	1	1	1	1	1	1	1
82	4	4.359	3	8	2	4	5	6	1	1.75	6.8	5.5	0	0	1.628957	1.78435	2.269856	2.106185	1.707079	1.13219	1.563356	0	0	1.618106	1.385848	0.981712	0.749454	0.266606	0.588943	0.683768	0	0	8.899581	7.622161	5.399415	4.121996	1.466334	3.239184	3.760726	0	0	1	1	1	1	1	1	1
83	4	4.359	3	7	2	5	8	4	1	1.75	5.8	2.25	0	0	2.066178	1.937824	2.418788	2.305836	1.83872	1.165868	1.670507	0	0	1.592299	1.379396	0.955905	0.743002	0.308735	0.582491	0.677317	0	0	3.582673	3.103641	2.150787	1.671755	0.6946539	1.310605	1.523963	0	0	1	1	1	1	1	1	1
84	4	4.359	3	6	2	3	6	3	1	1.25	5.8	5.5	0	0	1.480529	1.748691	2.146201	2.062111	1.674593	1.116396	1.535044	0	0	1.592299	1.379396	0.955905	0.743002	0.276348	0.582491	0.677317	0	0	8.757646	7.586678	5.25748	4.086512	1.519915	3.2037	3.725243	0	0	1	1	1	1	1	1	1
85	4	4.359	3	7	2	5	4	6	1	1.25	4.8	2.25	0	0	1.631518	1.77411	2.229695	2.067724	1.718936	1.216529	1.593334	0	0	1.592299	1.379396	0.955905	0.743002	0.243961	0.582491	0.677317	0	0	3.582673	3.103641	2.150787	1.671755	0.5489127	1.310605	1.523963	0	0	1	1	1	1	1	1	1
86	4	4.359	3	5	2	6	5	4	1	1.75	4.8	4.5	0	0	1.495643	1.676146	2.092503	1.973885	1.594903	1.078469	1.465794	0	0	1.592299	1.379396	0.955905	0.743002	0.260155	0.582491	0.677317	0	0	7.165346	6.207282	4.301574	3.34351	1.170696	2.621209	3.047926	0	0	1	1	1	1	1	1	1
87	4	4.359	3	5	2	6	5	3	1	1.25	5.3	2.25	0	0	1.163739	1.342319	1.6872	1.608038	1.25482	0.773494	1.134488	0	0	0.928083	0.71518	0.955905	0.743002	0.260155	0.582491	0.677317	0	0	2.088188	1.609156	2.150787	1.671755	0.585348	1.310605	1.523963	0	0	1	1	1	1	1	1	1
88	4	4.359	3	6	2	4	8	3	1	3.25	4.8	1.75	0	0	1.480675	1.775484	2.219276	2.135188	1.666192	0.990631	1.497302	0	0	0.928083	0.71518	0.955905	0.743002	0.308735	0.582491	0.677317	0	0	1.624146	1.251565	1.672835	1.300254	0.5402864	1.019359	1.185305	0	0	1	1	1	1	1	1	1
89	4	4.359	3	5	2	6	8	2	1	0.8	4.8	4.5	0	0	1.38251	1.665827	2.057412	1.999416	1.554089	0.947247	1.402378	0	0	1.495525	1.366493	0.859131	0.730099	0.295832	0.569588	0.664414	0	0	6.729862	6.149217	3.866091	3.285445	1.331243	2.563145	2.989861	0	0	1	1	1	1	1	1	1
90	1	4.359	3	6	2	7	7	4	1	2.25	4.8	4.5	0	0	1.664262	1.900097	2.376017	2.257398	1.791728	1.157165	1.633087	0	0	1.592299	1.379396	0.955905	0.743002	0.292542	0.582491	0.677317	0	0	7.165346	6.207282	4.301574	3.34351	1.316437	2.621209	3.047926	0	0	1	1	1	1	1	1	1
91	1	4.359	3	5	2	6	13	2	1	3.25	6.8	1.25	0	0	1.819084	2.244434	2.787463	2.729469	2.064623	1.158648	1.83813	0	0	1.618106	1.385848	0.981712	0.749454	0.396154	0.588943	0.683768	0	0	2.022632	1.732309	1.22714	0.9368173	0.4951926	0.7361782	0.8547106	0	0	1	1	1	1	1	1	1
92	1	4.359	3	6	2	5	6	5	1	1.25	3.8	3.75	0	0	1.520976	1.721245	2.161229	2.035129	1.643889	1.080332	1.503	0	0	0.95389	0.721632	0.981712	0.749454	0.2828	0.588943	0.683768	0	0	3.577087	2.70612	3.68142	2.810452	1.060499	2.208534	2.564132	0	0	1	1	1	1	1	1	1
93	1	4.359	3	5	2	6	6	3	1	1.75	4.2	3.25	0	0	1.424304	1.651692	2.051176	1.96287	1.557008	1.003945	1.418742	0	0	1.592299	1.379396	0.955905	0.743002	0.276348	0.582491	0.677317	0	0	5.174973	4.483037	3.106693	2.414757	0.8981314	1.893095	2.20128	0	0	1	1	1	1	1	1	1
94	1	4.876	3	7	3	3	6	2	1	1.25	5.8	4.5	0.916126	0.966072	1.123873	1.361302	1.686739	1.631513	1.282088	0.778763	1.156257	0.859461	0.846558	1.495525	1.366493	0.859131	0.730099	0.263445	0.569588	0.664414	3.867576	3.809511	6.729862	6.149217	3.866091	3.285445	1.185502	2.563145	2.989861	1	1	1	1	1	1	1	1	1
95	1	4.876	3	7	2	4	6	3	1	1.25	5.8	7.5	0	0	1.316688	1.578705	1.946923	1.878549	1.497941	0.949697	1.36088	0	0	1.618106	1.385848	0.981712	0.749454	0.2828	0.588943	0.683768	0	0	12.13579	10.39386	7.362839	5.620903	2.120998	4.417069	5.128263	0	0	1	1	1	1	1	1	1
96	1	5.58	3	6	2	5	9	3	1	2.25	7.2	1.75	0	0	1.483705	1.818606	2.217249	2.15745	1.712037	0.976067	1.528044	0	0	1.172027	0.939769	0.981712	0.749454	0.33138	0.588943	0.683768	0	0	2.051048	1.644596	1.717996	1.311544	0.5799153	1.030649	1.196595	0	0	1	1	1	1	1	1	1
97	1	5.636	3	5	2	3	6	3	1	1.25	5.3	3.25	0	0	1.28511	1.48451	1.86355	1.786107	1.405995	0.858657	1.269161	0	0	0.928083	0.71518	0.955905	0.743002	0.276348	0.582491	0.677317	0	0	3.016271	2.324336	3.106693	2.414757	0.8981314	1.893095	2.20128	0	0	1	1	1	1	1	1	1
98	1	5.636	3	5	2	3	5	4	1	1.25	4.2	4.5	0	0	1.40201	1.550275	1.949042	1.835558	1.491751	0.996689	1.367985	0	0	0.928083	0.71518	0.955905	0.743002	0.260155	0.582491	0.677317	0	0	4.176376	3.218311	4.301574	3.34351	1.170696	2.621209	3.047926	0	0	1	1	1	1	1	1	1
99	1	5.636	3	5	2	5	6	3	1	1.75	5.8	3.25	0	0	1.689068	1.600632	1.997595	1.920152	1.520459	0.944926	1.376576	0	0	0.95389	0.721632	0.981712	0.749454	0.2828	0.588943	0.683768	0	0	3.100142	2.345304	3.190564	2.435725	0.9190992	1.914063	2.222248	0	0	1	1	1	1	1	1	1
100	4	4.359	5	7	2	3	6	4	1	1.75	5.3	4.5	0	0	1.782435	1.684051	1.991402	1.908468	1.622033	1.230101	1.52405	0	0	1.201253	0.98835	0.84475	0.631847	0.276348	0.582491	0.677317	0	0	5.405637	4.447573	3.801376	2.843311	1.243567	2.621209	3.047926	0	0	1	1	1	1	1	1	1
101	1	7	5	6	2	6	6	2	1	0.8	8.4	1.25	0	0	1.485913	1.43276	1.769014	1.721914	1.335246	0.811509	1.204312	0	0	1.227059	0.994801	0.870557	0.638299	0.2828	0.588943	0.683768	0	0	1.533824	1.243501	1.088196	0.7978732	0.3534997	0.7361782	0.8547106	0	0	1	1	1	1	1	1	1
102	1	7	5	0	2	11	6	5	1	2.25	3.8	4.5	0	0	2.010031	1.847987	2.325419	2.181825	1.754947	1.176745	1.610396	0	0	1.201253	0.98835	0.84475	0.631847	0.276348	0.582491	0.677317	0	0	5.405637	4.447573	3.801376	2.843311	1.243567	2.621209	3.047926	0	0	1	1	1	1	1	1	1
103	1	4.876	5	0	2	10	7	4	1	3.25	4.2	7.5	0	0	2.045574	1.912615	2.381644	2.263025	1.811137	1.195355	1.657191	0	0	1.20193	0.989026	0.64377	0.430867	0.292542	0.582491	0.677317	0	0	9.014473	7.417698	4.828273	3.231499	2.194062	4.368682	5.079876	0	0	1	1	1	1	1	1	1
104	1	5.646	5	8	2	8	6	2	1	1.25	3.2	2.25	0	0	1.405562	1.356638	1.631012	1.588213	1.285651	0.81351	1.167615	0	0	1.201253	0.98835	1.114358	0.901455	0.276348	0.582491	0.677317	0	0	2.702819	2.223787	2.507305	2.028273	0.6217833	1.310605	1.523963	0	0	1	1	1	1	1	1	1
105	1	5.646	5	5	2	8	4	3	1	0.8	3.2	2.25	0	0	1.247019	1.167739	1.418606	1.34925	1.123331	0.77079	1.035196	0	0	1.103125	0.974092	1.017584	0.888552	0.231058	0.569588	0.664414	0	0	2.482031	2.191708	2.289564	1.999241	0.5198804	1.281572	1.494931	0	0	1	1	1	1	1	1	1
106	1	5.646	5	5	2	5	5	5	1	2.25	5.3	4.5	0	0	1.73394	1.59702	1.974526	1.856622	1.538795	1.013639	1.407506	0	0	1.200576	0.987673	1.114358	0.901455	0.260155	0.582491	0.677317	0	0	5.402591	4.444527	5.014611	4.056547	1.170696	2.621209	3.047926	0	0	1	1	1	1	1	1	1
107	1	5.646	5	5	2	8	6	5	1	1.75	3.2	3.75	0	0	1.814953	1.674959	2.070147	1.947678	1.599676	1.056626	1.463913	0	0	1.201253	0.98835	1.114358	0.901455	0.276348	0.582491	0.677317	0	0	4.504698	3.706311	4.178843	3.380455	1.036306	2.184341	2.539938	0	0	1	1	1	1	1	1	1
108	1	5.646	5	6	2	6	11	4	1	3.25	4.8	5.5	0	0	2.458757	2.347333	2.871821	2.774345	2.199839	1.303335	1.975713	0	0	1.107863	0.978831	1.017584	0.888552	0.344412	0.569588	0.664414	0	0	6.093248	5.383571	5.596711	4.887033	1.894268	3.132732	3.654275	0	0	1	1	1	1	1	1	1
109	1	5.646	5	6	2	3	12	3	1	2.25	3.8	7.5	0	0	2.384822	2.308257	2.810275	2.744344	2.167396	1.214088	1.929069	0	0	1.205314	0.992411	0.84475	0.631847	0.373509	0.582491	0.677317	0	0	9.039858	7.443084	6.335626	4.738852	2.801317	4.368682	5.079876	0	0	1	1	1	1	1	1	1
110	1	5.646	5	5	2	4	5	6	1	0.8	6.2	1.25	0	0	1.815255	1.650745	2.048233	1.906572	1.602215	1.099318	1.476491	0	0	1.226382	0.994124	1.140164	0.907906	0.266606	0.588943	0.683768	0	0	1.532978	1.242655	1.425206	1.134883	0.3332578	0.7361782	0.8547106	0	0	1	1	1	1	1	1	1
111	1	5.646	5	5	2	6	8	4	1	0.8	4.8	2.25	0	0	1.949609	1.839973	2.253277	2.157365	1.740591	1.090224	1.577999	0	0	1.202607	0.989703	1.114358	0.901455	0.308735	0.582491	0.677317	0	0	2.705865	2.226833	2.507305	2.028273	0.6946539	1.310605	1.523963	0	0	1	1	1	1	1	1	1
112	4	4.359	2	5	13	2	7	3	2	1.25	3.2	3.75	1.335978	1.360943	1.589978	1.509098	1.7777	1.70952	1.45437	1.105246	1.367089	0.645784	0.630946	1.227736	0.995478	0.981712	0.749454	0.298993	0.588943	0.683768	2.421691	2.366046	4.604011	3.733043	3.68142	2.810452	1.121225	2.208534	2.564132	1	1	1	1	1	1	1	1	1
113	4	4.359	2	5	13	2	5	2	1	0.8	6.2	1.25	1.01266	1.029889	1.18772	1.131904	1.324879	1.277828	1.096343	0.848015	1.034261	0.884946	0.872043	1.200576	0.987673	0.955905	0.743002	0.260155	0.582491	0.677317	1.106183	1.090054	1.50072	1.234591	1.194882	0.9287528	0.3251933	0.7281136	0.8466461	1	1	1	1	1	1	1	1	1
114	4	4.359	2	0	2	9	9	4	1	3.25	4.2	7.5	1.778719	1.80205	2.105928	1.99501	2.364355	2.268737	1.893587	1.419397	1.775039	0.884946	0.872043	1.203284	0.99038	0.955905	0.743002	0.324929	0.582491	0.677317	6.637097	6.540323	9.024627	7.427853	7.169291	5.572516	2.436964	4.368682	5.079876	1	1	1	1	1	1	1	1	1
115	4	4.359	2	6	2	4	8	3	1	2.25	5.8	7.5	1.600391	1.623023	1.89711	1.823789	2.138311	2.076504	1.744567	1.290375	1.631019	0.637397	0.624494	1.202607	0.989703	0.955905	0.743002	0.308735	0.582491	0.677317	4.780479	4.683705	9.019549	7.422776	7.169291	5.572516	2.315513	4.368682	5.079876	1	1	1	1	1	1	1	1	1
116	1	4.435	2	6	2	2	5	3	2	0.3	4.8	1.75	1.467097	1.487419	1.669953	1.59788	1.86847	1.806677	1.56643	1.144275	1.460891	0.44377	0.430867	1.200576	0.987673	0.955905	0.743002	0.260155	0.582491	0.677317	0.7765971	0.7540164	2.101008	1.728427	1.672835	1.300254	0.4552707	1.019359	1.185305	1	1	1	1	1	1	1	1	1
117	1	4.62	2	0	2	11	7	5	2	1.75	3.8	4.5	1.287057	1.401369	2.035733	1.877049	2.370355	2.228786	1.771008	1.147199	1.615055	0.637397	0.624494	1.20193	0.989026	0.955905	0.743002	0.292542	0.582491	0.677317	2.868288	2.810223	5.408684	4.450619	4.301574	3.34351	1.316437	2.621209	3.047926	1	1	1	1	1	1	1	1	1
118	1	4.62	2	0	2	10	6	3	1	3.25	2.8	4.5	1.096705	1.16801	1.693183	1.5942	1.990912	1.902605	1.496182	0.942354	1.357725	0.645784	0.630946	1.227059	0.994801	0.981712	0.749454	0.2828	0.588943	0.683768	2.906029	2.839255	5.521766	4.476605	4.417704	3.372542	1.272599	2.650241	3.076958	1	1	1	1	1	1	1	1	1
119	2	4.993	2	5	2	4	6	2	1	1.25	7.2	4.5	1.220282	1.234415	1.442821	1.399592	1.643346	1.606843	1.338361	0.826411	1.210374	0.884946	0.872043	1.201253	0.98835	0.955905	0.743002	0.276348	0.582491	0.677317	3.982258	3.924193	5.405637	4.447573	4.301574	3.34351	1.243567	2.621209	3.047926	1	1	1	1	1	1	1	1	1
120	1	5.435	2	0	4	10	8	4	2	1.25	3.2	3.25	1.609845	1.637818	1.986001	1.852335	2.336566	2.217948	1.748519	1.106032	1.587897	0.637397	0.624494	1.202607	0.989703	0.955905	0.743002	0.308735	0.582491	0.677317	2.071541	2.029605	3.908472	3.216536	3.106693	2.414757	1.003389	1.893095	2.20128	1	1	1	1	1	1	1	1	1
121	1	5.53	4	5	2	1	5	2	1	0.3	6.8	1.25	0	0	1.344212	0.994793	1.638757	1.58473	1.22319	0.771388	1.11024	0	0	0.928083	0.71518	0.955905	0.743002	0.260155	0.582491	0.677317	0	0	1.160104	0.8939753	1.194882	0.9287528	0.3251933	0.7281136	0.8466461	0	0	1	1	1	1	1	1	1
122	1	5.53	4	5	4	3	5	2	1	0.8	6.8	3.75	0	0	1.201776	0.885578	1.45931	1.405281	1.089673	0.695269	0.991072	0	0	1.172027	0.939769	0.981712	0.749454	0.266606	0.588943	0.683768	0	0	4.395102	3.524134	3.68142	2.810452	0.9997735	2.208534	2.564132	0	0	1	1	1	1	1	1	1
123	4	4.359	4	6	3	2	9	4	1	3.25	4.8	7.5	1.663195	1.695896	2.031113	1.476884	2.289622	2.200314	1.831093	1.325885	1.704791	0.880752	0.865913	1.618106	1.385848	0.981712	0.749454	0.33138	0.588943	0.683768	6.605637	6.494347	12.13579	10.39386	7.362839	5.620903	2.485351	4.417069	5.128263	1	1	1	1	1	1	1	1	1
124	4	4.359	4	7	2	4	6	4	1	1.25	3.2	4.5	0	0	1.766397	1.660453	1.968707	1.8794	1.602202	1.22291	1.507379	0	0	1.592299	1.379396	0.955905	0.743002	0.276348	0.582491	0.677317	0	0	7.165346	6.207282	4.301574	3.34351	1.243567	2.621209	3.047926	0	0	1	1	1	1	1	1	1
125	4	4.359	4	7	2	4	7	2	1	3.25	8.4	4.5	0	0	1.661557	1.228376	1.886748	1.839696	1.52171	1.086608	1.412935	0	0	1.592299	1.379396	0.955905	0.743002	0.292542	0.582491	0.677317	0	0	7.165346	6.207282	4.301574	3.34351	1.316437	2.621209	3.047926	0	0	1	1	1	1	1	1	1
126	4	4.359	4	8	2	4	5	3	1	1.75	5.8	5.5	0	0	1.545452	1.137948	1.733231	1.671425	1.414034	1.061845	1.325987	0	0	1.592299	1.379396	0.955905	0.743002	0.260155	0.582491	0.677317	0	0	8.757646	7.586678	5.25748	4.086512	1.430851	3.2037	3.725243	0	0	1	1	1	1	1	1	1
127	4	4.359	4	5	2	3	5	3	1	1.75	3.2	7.5	0	0	1.599891	1.177685	1.788312	1.720132	1.46469	1.115168	1.37731	0	0	1.618106	1.385848	0.981712	0.749454	0.266606	0.588943	0.683768	0	0	12.13579	10.39386	7.362839	5.620903	1.999547	4.417069	5.128263	0	0	1	1	1	1	1	1	1
128	4	4.359	4	5	2	3	6	1	1	1.25	6.8	2.75	0	0	1.318273	0.993178	1.497748	1.476621	1.23178	0.896762	1.148025	0	0	1.146221	0.933318	0.955905	0.743002	0.276348	0.582491	0.677317	0	0	3.152107	2.566623	2.62874	2.043256	0.7599574	1.60185	1.862621	0	0	1	1	1	1	1	1	1
129	4	4.359	4	8	2	3	6	2	1	1.25	5.3	4.5	0	0	1.529912	1.474094	1.723507	1.676454	1.412427	1.051156	1.322109	0	0	1.618106	1.385848	0.981712	0.749454	0.2828	0.588943	0.683768	0	0	7.281475	6.236314	4.417704	3.372542	1.272599	2.650241	3.076958	0	0	1	1	1	1	1	1	1
130	4	4.359	4	5	2	3	7	2	1	3.25	7.2	2.75	0	0	1.67231	1.239994	1.894692	1.847641	1.537355	1.112788	1.431213	0	0	0.95389	0.721632	0.981712	0.749454	0.298993	0.588943	0.683768	0	0	2.623197	1.984488	2.699708	2.060998	0.8222314	1.619592	1.880363	0	0	1	1	1	1	1	1	1
131	4	4.359	4	7	2	3	9	1	1	3.25	8.4	4.5	0	0	1.67655	1.256082	1.915302	1.889377	1.55495	1.09735	1.44055	0	0	1.146221	0.933318	0.955905	0.743002	0.324929	0.582491	0.677317	0	0	5.157993	4.199929	4.301574	3.34351	1.462178	2.621209	3.047926	0	0	1	1	1	1	1	1	1
132	4	4.359	4	5	2	3	6	2	1	0.8	5.3	3.75	0	0	1.459415	1.077536	1.650257	1.603205	1.336251	0.970975	1.244932	0	0	1.592299	1.379396	0.955905	0.743002	0.276348	0.582491	0.677317	0	0	5.971122	5.172735	3.584646	2.786258	1.036306	2.184341	2.539938	0	0	1	1	1	1	1	1	1
133	4	4.359	4	7	2	3	8	4	1	0.8	5.3	3.75	0	0	1.894689	1.375712	2.129206	2.039899	1.706938	1.251344	1.593039	0	0	1.618106	1.385848	0.981712	0.749454	0.315187	0.588943	0.683768	0	0	6.067896	5.196929	3.68142	2.810452	1.18195	2.208534	2.564132	0	0	1	1	1	1	1	1	1
134	4	4.359	4	6	2	2	9	2	1	1.25	4.8	7.5	1.485437	1.500332	1.763134	1.311694	2.005633	1.964954	1.624862	1.159512	1.508525	0.872365	0.859461	1.592299	1.379396	0.955905	0.743002	0.324929	0.582491	0.677317	6.542734	6.44596	11.94224	10.34547	7.169291	5.572516	2.436964	4.368682	5.079876	1	1	1	1	1	1	1	1	1
135	4	4.359	4	8	2	5	18	2	1	2.25	6.8	7.5	0	0	2.751713	2.695894	3.161901	3.114848	2.522215	1.711311	2.319489	0	0	1.618106	1.385848	0.981712	0.749454	0.477121	0.588943	0.683768	0	0	12.13579	10.39386	7.362839	5.620903	3.57841	4.417069	5.128263	0	0	1	1	1	1	1	1	1
136	4	4.359	4	5	2	4	7	2	1	1.25	3.8	7.5	0	0	1.560957	1.165017	1.771546	1.735997	1.444387	1.045375	1.344634	0	0	1.618106	1.385848	0.981712	0.749454	0.298993	0.588943	0.683768	0	0	12.13579	10.39386	7.362839	5.620903	2.242449	4.417069	5.128263	0	0	1	1	1	1	1	1	1
137	4	4.359	4	6	3	3	6	2	1	3.25	7.2	2.25	0	0	1.414494	1.043592	1.59825	1.551198	1.294356	0.942916	1.206496	0	0	1.146221	0.933318	0.955905	0.743002	0.276348	0.582491	0.677317	0	0	2.578997	2.099964	2.150787	1.671755	0.6217833	1.310605	1.523963	0	0	1	1	1	1	1	1	1
138	4	4.359	4	7	3	4	9	3	1	1.75	5.3	5.5	0	0	1.896386	1.394488	2.140924	2.072744	1.729572	1.260006	1.612181	0	0	1.592299	1.379396	0.955905	0.743002	0.324929	0.582491	0.677317	0	0	8.757646	7.586678	5.25748	4.086512	1.787107	3.2037	3.725243	0	0	1	1	1	1	1	1	1
139	4	4.359	4	6	2	3	6	4	1	1.75	4.2	4.5	0	0	1.820335	1.333749	2.034526	1.951592	1.658322	1.257039	1.558001	0	0	1.592299	1.379396	0.955905	0.743002	0.276348	0.582491	0.677317	0	0	7.165346	6.207282	4.301574	3.34351	1.243567	2.621209	3.047926	0	0	1	1	1	1	1	1	1
140	4	4.359	4	5	2	3	6	2	1	1.25	5.8	7.5	0	0	1.508765	1.452946	1.700449	1.653396	1.390928	1.03179	1.301143	0	0	0.95389	0.721632	0.981712	0.749454	0.2828	0.588943	0.683768	0	0	7.154175	5.412239	7.362839	5.620903	2.120998	4.417069	5.128263	0	0	1	1	1	1	1	1	1
141	4	4.359	4	6	2	4	8	4	1	2.25	3.8	7.5	0	0	1.968127	1.432445	2.212628	2.123321	1.777423	1.304127	1.659099	0	0	1.618106	1.385848	0.981712	0.749454	0.315187	0.588943	0.683768	0	0	12.13579	10.39386	7.362839	5.620903	2.3639	4.417069	5.128263	0	0	1	1	1	1	1	1	1
142	4	4.359	4	5	2	3	8	2	1	0.8	4.2	4.5	0	0	1.645332	1.229593	1.868177	1.832628	1.524396	1.102639	1.418956	0	0	1.618106	1.385848	0.981712	0.749454	0.315187	0.588943	0.683768	0	0	7.281475	6.236314	4.417704	3.372542	1.41834	2.650241	3.076958	0	0	1	1	1	1	1	1	1
143	4	4.359	4	7	2	4	9	4	1	2.25	5.8	7.5	0	0	2.095111	1.529551	2.358161	2.268853	1.897704	1.389858	1.770743	0	0	1.592299	1.379396	0.955905	0.743002	0.324929	0.582491	0.677317	0	0	11.94224	10.34547	7.169291	5.572516	2.436964	4.368682	5.079876	0	0	1	1	1	1	1	1	1
144	4	4.359	4	6	2	6	8	3	1	2.25	4.2	5.5	0	0	1.951214	1.45604	2.194833	2.121835	1.77263	1.331234	1.662281	0	0	0.95389	0.721632	0.981712	0.749454	0.315187	0.588943	0.683768	0	0	5.246395	3.968975	5.399415	4.121996	1.733527	3.239184	3.760726	0	0	1	1	1	1	1	1	1
145	4	4.359	4	5	2	2	8	2	1	1.75	4.2	7.5	0	0	1.667769	1.233043	1.893974	1.846921	1.527462	1.090343	1.418182	0	0	0.95389	0.721632	0.981712	0.749454	0.315187	0.588943	0.683768	0	0	7.154175	5.412239	7.362839	5.620903	2.3639	4.417069	5.128263	0	0	1	1	1	1	1	1	1
146	4	4.359	4	7	2	7	9	7	1	0.3	6.8	4.5	2.072433	2.112322	2.519703	1.819721	2.808952	2.645473	2.216895	1.675172	2.081464	0.880752	0.865913	1.618106	1.385848	0.981712	0.749454	0.33138	0.588943	0.683768	3.963382	3.896608	7.281475	6.236314	4.417704	3.372542	1.491211	2.650241	3.076958	1	1	1	1	1	1	1	1	1
147	4	4.359	4	8	2	4	9	2	1	2.25	6.2	7.5	0	0	1.846999	1.791181	2.097931	2.050879	1.699041	1.217618	1.578685	0	0	1.592299	1.379396	0.955905	0.743002	0.324929	0.582491	0.677317	0	0	11.94224	10.34547	7.169291	5.572516	2.436964	4.368682	5.079876	0	0	1	1	1	1	1	1	1
148	4	4.359	4	8	2	4	8	4	1	1.25	4.8	5.5	1.707153	1.739855	2.042478	1.498324	2.286202	2.196895	1.862353	1.404596	1.747914	0.872365	0.859461	1.592299	1.379396	0.955905	0.743002	0.308735	0.582491	0.677317	4.798005	4.727037	8.757646	7.586678	5.25748	4.086512	1.698043	3.2037	3.725243	1	1	1	1	1	1	1	1	1
149	4	4.359	4	7	2	4	12	4	1	2.25	5.3	7.5	0	0	2.445856	1.795444	2.763137	2.673829	2.226198	1.613701	2.073074	0	0	1.618106	1.385848	0.981712	0.749454	0.379961	0.588943	0.683768	0	0	12.13579	10.39386	7.362839	5.620903	2.849704	4.417069	5.128263	0	0	1	1	1	1	1	1	1
150	1	4.435	4	5	2	4	7	2	1	1.75	7.2	2.25	0	0	1.68983	1.265425	1.938935	1.893665	1.559693	0.972849	1.412982	0	0	0.928083	0.71518	0.955905	0.743002	0.292542	0.582491	0.677317	0	0	2.088188	1.609156	2.150787	1.671755	0.6582186	1.310605	1.523963	0	0	1	1	1	1	1	1	1
151	1	4.435	4	5	2	3	6	2	1	1.75	6.2	3.75	0	0	1.524051	1.146914	1.75492	1.722532	1.412626	0.868067	1.276486	0	0	0.95389	0.721632	0.981712	0.749454	0.2828	0.588943	0.683768	0	0	3.577087	2.70612	3.68142	2.810452	1.060499	2.208534	2.564132	0	0	1	1	1	1	1	1	1
152	1	4.435	4	7	2	4	5	2	1	1.25	5.8	7.5	0	0	1.410211	1.052516	1.610157	1.564885	1.298905	0.831533	1.182062	0	0	0.928083	0.71518	0.955905	0.743002	0.260155	0.582491	0.677317	0	0	6.960626	5.363852	7.169291	5.572516	1.95116	4.368682	5.079876	0	0	1	1	1	1	1	1	1
153	1	4.435	4	7	2	1	7	7	1	1.75	8.4	3.75	0	0	2.306864	2.12278	2.597656	2.439826	2.03912	1.335011	1.863093	0	0	1.618106	1.385848	0.981712	0.749454	0.298993	0.588943	0.683768	0	0	6.067896	5.196929	3.68142	2.810452	1.121225	2.208534	2.564132	0	0	1	1	1	1	1	1	1
154	1	4.435	4	7	2	4	7	3	1	0.3	5.3	7.5	1.574523	1.597193	1.851756	1.379217	2.101609	2.032677	1.704967	1.129126	1.561007	0.880752	0.865913	1.618106	1.385848	0.981712	0.749454	0.298993	0.588943	0.683768	6.605637	6.494347	12.13579	10.39386	7.362839	5.620903	2.242449	4.417069	5.128263	1	1	1	1	1	1	1	1	1
